,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
43695,10508667,HZ250527,05/04/2016 12:47:00 AM,067XX S LAFLIN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,False,False,725,7.0,17.0,67.0,15,1167495.0,1860032.0,2016,05/11/2016 03:50:55 PM,41.771475336,-87.661574276,"(41.771475336, -87.661574276)"
44256,10508668,HZ250525,05/04/2016 12:15:00 AM,033XX W FLOURNOY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1134,11.0,24.0,27.0,18,1154249.0,1896836.0,2016,05/11/2016 03:50:55 PM,41.87274397,-87.709149899,"(41.87274397, -87.709149899)"
44300,10508673,HZ250533,05/04/2016 12:14:00 AM,032XX W 47TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,821,8.0,14.0,58.0,18,1155749.0,1873296.0,2016,05/11/2016 03:50:55 PM,41.808117346,-87.704275674,"(41.808117346, -87.704275674)"
44495,10508676,HZ250520,05/04/2016 12:17:00 AM,006XX W 127TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,True,False,523,5.0,9.0,53.0,04A,1174204.0,1820662.0,2016,05/11/2016 03:50:55 PM,41.663292071,-87.63814672,"(41.663292071, -87.63814672)"
44929,10508677,HZ250509,05/04/2016 12:08:00 AM,005XX E 130TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,533,5.0,9.0,54.0,04A,1182215.0,1819214.0,2016,05/11/2016 03:50:55 PM,41.659137482,-87.608875108,"(41.659137482, -87.608875108)"
44996,10508686,HZ250511,05/04/2016 12:00:00 AM,025XX E 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,421,4.0,7.0,43.0,08B,1194390.0,1853738.0,2016,05/11/2016 03:50:55 PM,41.753585384,-87.563194315,"(41.753585384, -87.563194315)"
45107,10508689,HZ250537,05/04/2016 12:45:00 AM,068XX S THROOP ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,724,7.0,17.0,67.0,08A,1168837.0,1859459.0,2016,05/11/2016 03:50:55 PM,41.769874082,-87.656671484,"(41.769874082, -87.656671484)"
45653,10508691,HZ250536,05/04/2016 12:45:00 AM,004XX W 27TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,914,9.0,11.0,60.0,08B,1173515.0,1886698.0,2016,05/11/2016 03:50:55 PM,41.844518319,-87.63871703,"(41.844518319, -87.63871703)"
45894,10508706,HZ250562,05/04/2016 01:40:00 AM,014XX W CHESTNUT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1213,12.0,27.0,24.0,14,1166714.0,1906119.0,2016,05/11/2016 03:50:55 PM,41.897959368,-87.663119032,"(41.897959368, -87.663119032)"
46374,10508707,HZ250540,05/04/2016 12:00:00 AM,059XX W ARTHINGTON ST,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,APARTMENT,False,False,1513,15.0,29.0,25.0,11,1136741.0,1895397.0,2016,05/11/2016 03:50:55 PM,41.869126533,-87.773465155,"(41.869126533, -87.773465155)"
46637,10077106,HY266148,05/19/2015 01:12:00 AM,009XX W BELMONT AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,False,1933,19.0,44.0,6.0,08A,1169640.0,1921442.0,2015,05/11/2016 03:48:18 PM,41.939943264,-87.651924995,"(41.939943264, -87.651924995)"
46745,10301916,HY469211,01/01/2015 12:00:00 AM,062XX W BARRY AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,2511,25.0,36.0,19.0,02,1134262.0,1919947.0,2015,05/11/2016 03:48:18 PM,41.936538876,-87.781987083,"(41.936538876, -87.781987083)"
46767,10378401,HZ114481,01/13/2016 05:50:00 PM,012XX E 53RD ST,0330,ROBBERY,AGGRAVATED,BANK,True,False,234,2.0,4.0,41.0,03,1185239.0,1870376.0,2016,05/11/2016 03:48:18 PM,41.799461412,-87.596206318,"(41.799461412, -87.596206318)"
46920,10384630,HZ121001,01/19/2016 04:39:00 PM,059XX N BROADWAY,0330,ROBBERY,AGGRAVATED,BANK,True,False,2013,20.0,48.0,77.0,03,1167231.0,1939519.0,2016,05/11/2016 03:48:18 PM,41.989599401,-87.660256868,"(41.989599401, -87.660256868)"
47115,10391121,HZ127825,01/25/2016 08:58:00 AM,017XX W HOWARD ST,0330,ROBBERY,AGGRAVATED,BANK,True,False,2422,24.0,49.0,1.0,03,1163020.0,1950346.0,2016,05/11/2016 03:48:18 PM,42.019398729,-87.67543958,"(42.019398729, -87.67543958)"
47222,10404916,HZ141074,02/05/2016 08:59:00 AM,067XX N RIDGE BLVD,0330,ROBBERY,AGGRAVATED,BANK,True,False,2412,24.0,50.0,2.0,03,1161864.0,1944903.0,2016,05/11/2016 03:48:18 PM,42.004487311,-87.679846425,"(42.004487311, -87.679846425)"
47266,10417926,HZ155611,02/18/2016 08:50:00 AM,070XX N WESTERN AVE,0330,ROBBERY,AGGRAVATED,BANK,True,False,2411,24.0,50.0,2.0,03,1159045.0,1946558.0,2016,05/11/2016 03:48:18 PM,42.009087258,-87.690171862,"(42.009087258, -87.690171862)"
47398,10433096,HZ170962,01/01/2012 12:00:00 AM,026XX N MC VICKER AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,True,False,2512,25.0,29.0,19.0,17,,,2012,05/11/2016 03:48:18 PM,,,
47420,10433124,HZ170983,01/01/2012 12:00:00 AM,026XX N MC VICKER AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,True,False,2512,25.0,29.0,19.0,17,,,2012,05/11/2016 03:48:18 PM,,,
47573,10434704,HZ172210,03/02/2016 04:54:00 PM,014XX E 53RD ST,0330,ROBBERY,AGGRAVATED,BANK,True,False,234,2.0,4.0,41.0,03,1186659.0,1870409.0,2016,05/11/2016 03:48:18 PM,41.799518433,-87.590997844,"(41.799518433, -87.590997844)"
47617,10437374,HZ175232,03/05/2016 05:47:00 AM,051XX N RIDGEWAY AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,STREET,False,False,1712,17.0,39.0,14.0,26,1150469.0,1933641.0,2016,05/11/2016 03:48:18 PM,41.973814751,-87.722064863,"(41.973814751, -87.722064863)"
48110,10448396,HZ187600,03/14/2016 10:15:00 AM,019XX S TRUMBULL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1024,10.0,24.0,29.0,05,1153729.0,1890276.0,2016,05/11/2016 03:48:18 PM,41.854752959,-87.711233594,"(41.854752959, -87.711233594)"
49845,10453021,HZ191743,03/18/2016 08:42:00 AM,017XX N LINDER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),True,False,2532,25.0,37.0,25.0,14,1139460.0,1911110.0,2016,05/11/2016 03:48:18 PM,41.912195867,-87.763099498,"(41.912195867, -87.763099498)"
49952,10454281,HZ193456,02/27/2016 03:45:00 PM,087XX S WALLACE ST,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,False,False,2223,22.0,21.0,71.0,05,1173833.0,1846882.0,2016,05/11/2016 03:48:18 PM,41.735251905,-87.638730547,"(41.735251905, -87.638730547)"
49974,10457487,HZ196587,03/22/2016 10:45:00 AM,017XX N LINDER AVE,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),True,False,2532,25.0,37.0,25.0,08B,,,2016,05/11/2016 03:48:18 PM,,,
50667,10482650,HZ222527,04/11/2016 11:30:00 PM,094XX S STATE ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,True,False,634,6.0,6.0,49.0,10,1177949.0,1842478.0,2016,05/11/2016 03:48:18 PM,41.723074622,-87.623784263,"(41.723074622, -87.623784263)"
51580,10489411,HZ230254,04/17/2016 10:30:00 PM,004XX S PULASKI RD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,True,False,1132,11.0,24.0,26.0,10,1149797.0,1897617.0,2016,05/11/2016 03:48:18 PM,41.874974798,-87.725475051,"(41.874974798, -87.725475051)"
52036,10509540,HZ251013,05/04/2016 11:50:00 AM,009XX W 52ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,934,9.0,20.0,61.0,08B,1170742.0,1870351.0,2016,05/11/2016 03:50:55 PM,41.79972165,-87.64937099,"(41.79972165, -87.64937099)"
52102,10489796,HZ230652,04/18/2016 10:50:00 AM,051XX S WENTWORTH AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,POLICE FACILITY/VEH PARKING LOT,True,False,225,2.0,3.0,37.0,26,1175826.0,1871120.0,2016,05/11/2016 03:48:18 PM,41.80171934,-87.630703621,"(41.80171934, -87.630703621)"
52277,10490124,HZ230827,02/02/2016 11:59:00 PM,073XX S MICHIGAN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,323,3.0,6.0,69.0,26,,,2016,05/11/2016 03:48:18 PM,,,
52366,10495378,HZ235779,04/22/2016 11:21:00 AM,015XX S CHRISTIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VACANT LOT/LAND,True,False,1021,10.0,24.0,29.0,15,1154286.0,1892167.0,2016,05/11/2016 03:48:18 PM,41.859930986,-87.709138696,"(41.859930986, -87.709138696)"
52498,10497151,HZ238475,04/24/2016 02:45:00 PM,026XX W CERMAK RD,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,True,False,1034,10.0,28.0,30.0,08A,1159029.0,1889294.0,2016,05/11/2016 03:48:18 PM,41.851951229,-87.691807185,"(41.851951229, -87.691807185)"
52562,10509543,HZ250999,05/04/2016 11:53:00 AM,071XX S WABASH AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,323,3.0,6.0,69.0,08B,1177959.0,1857714.0,2016,05/11/2016 03:50:55 PM,41.764883809,-87.623287138,"(41.764883809, -87.623287138)"
52866,10498114,HZ239334,04/25/2016 11:10:00 AM,0000X W 35TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,211,2.0,3.0,35.0,11,1176725.0,1881799.0,2016,05/11/2016 03:48:18 PM,41.831003238,-87.627084778,"(41.831003238, -87.627084778)"
53019,10498554,HZ239907,04/15/2016 11:56:00 PM,007XX E 111TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,531,5.0,9.0,50.0,11,1183356.0,1831503.0,2016,05/11/2016 03:48:18 PM,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
53062,10498701,HZ240110,04/25/2016 07:12:00 PM,003XX E 47TH ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,True,False,215,2.0,3.0,38.0,10,1178930.0,1873923.0,2016,05/11/2016 03:48:18 PM,41.809340827,-87.619234738,"(41.809340827, -87.619234738)"
53387,10500065,HZ241180,04/26/2016 04:55:00 PM,019XX S JEFFERSON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1235,12.0,25.0,31.0,08B,1172638.0,1890906.0,2016,05/11/2016 03:48:18 PM,41.856084827,-87.6418111,"(41.856084827, -87.6418111)"
53756,10501230,HZ242280,04/27/2016 01:44:00 PM,073XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,True,323,3.0,6.0,69.0,08B,1182827.0,1856621.0,2016,05/11/2016 03:48:18 PM,41.761772852,-87.605478606,"(41.761772852, -87.605478606)"
53886,10503970,HZ244601,04/28/2016 04:15:00 PM,009XX E MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,321,3.0,5.0,42.0,08B,1183781.0,1861450.0,2016,05/11/2016 03:48:18 PM,41.775001884,-87.601831608,"(41.775001884, -87.601831608)"
54950,10506826,HZ248585,05/02/2016 08:30:00 AM,0000X W ILLINOIS ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,False,False,1831,18.0,42.0,8.0,06,1175666.0,1903593.0,2016,05/11/2016 03:48:18 PM,41.890831286,-87.63031551,"(41.890831286, -87.63031551)"
55232,10509551,HZ250977,05/04/2016 11:55:00 AM,047XX W VAN BUREN ST,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,1131,11.0,24.0,25.0,03,1144836.0,1897606.0,2016,05/11/2016 03:50:55 PM,41.875039579,-87.743690267,"(41.875039579, -87.743690267)"
56011,10511436,HZ250028,05/03/2016 04:00:00 PM,052XX W HENDERSON ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,False,True,1634,16.0,38.0,15.0,20,1140942.0,1921773.0,2016,05/11/2016 03:48:18 PM,41.941429088,-87.757391847,"(41.941429088, -87.757391847)"
56250,10511506,HZ252306,05/03/2016 12:25:00 PM,0000X W MONROE ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,112,1.0,42.0,32.0,06,1175804.0,1899905.0,2016,05/11/2016 03:48:18 PM,41.880708104,-87.629919733,"(41.880708104, -87.629919733)"
56294,10512282,HZ253341,03/31/2016 02:00:00 PM,045XX S WOODLAWN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,222,2.0,4.0,39.0,06,,,2016,05/11/2016 03:48:18 PM,,,
56382,10512552,HZ253503,11/01/2014 09:00:00 AM,004XX E ERIE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),False,False,1834,18.0,42.0,8.0,11,,,2014,05/11/2016 03:48:18 PM,,,
57208,10513260,HZ254755,05/03/2016 08:00:00 AM,066XX S OAKLEY AVE,0620,BURGLARY,UNLAWFUL ENTRY,VACANT LOT/LAND,False,False,832,8.0,15.0,66.0,05,1162217.0,1860559.0,2016,05/11/2016 03:48:18 PM,41.773032995,-87.680907049,"(41.773032995, -87.680907049)"
57358,10515399,HZ257438,04/04/2016 02:50:00 PM,048XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,LIBRARY,True,False,1531,15.0,37.0,25.0,08A,,,2016,05/11/2016 03:48:18 PM,,,
57943,20859,HW254987,05/01/2013 01:26:00 AM,019XX S DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,1024,10.0,24.0,29.0,01A,1153059.0,1890107.0,2013,05/11/2016 03:48:18 PM,41.854302497,-87.713697274,"(41.854302497, -87.713697274)"
58593,10508708,HZ250538,05/04/2016 12:22:00 AM,002XX S LAVERGNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,1533,15.0,28.0,25.0,08B,1143291.0,1898743.0,2016,05/11/2016 03:50:55 PM,41.878188634,-87.74933454,"(41.878188634, -87.74933454)"
58945,10508718,HZ250571,05/04/2016 02:40:00 AM,036XX W FIFTH AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,1133,11.0,28.0,27.0,03,1151974.0,1897714.0,2016,05/11/2016 03:50:55 PM,41.875198392,-87.717479393,"(41.875198392, -87.717479393)"
59731,10508719,HZ250574,05/04/2016 02:40:00 AM,008XX W 61ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,712,7.0,16.0,68.0,14,1171829.0,1864403.0,2016,05/11/2016 03:50:55 PM,41.78337588,-87.645559181,"(41.78337588, -87.645559181)"
59753,10508720,HZ250543,05/04/2016 01:10:00 AM,068XX S WOOD ST,0820,THEFT,$500 AND UNDER,STREET,False,False,726,7.0,17.0,67.0,06,1165527.0,1859374.0,2016,05/11/2016 03:50:55 PM,41.769711651,-87.668806946,"(41.769711651, -87.668806946)"
59797,10508721,HZ250573,05/04/2016 02:15:00 AM,035XX W 47TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,BAR OR TAVERN,False,False,821,8.0,14.0,58.0,04A,1153352.0,1873237.0,2016,05/11/2016 03:50:55 PM,41.80800325,-87.713068922,"(41.80800325, -87.713068922)"
60037,10508722,HZ250557,05/04/2016 01:07:00 AM,051XX N MONTCLARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1613,16.0,41.0,10.0,14,1127987.0,1933730.0,2016,05/11/2016 03:50:55 PM,41.974469406,-87.804736475,"(41.974469406, -87.804736475)"
60817,10508725,HZ250550,05/04/2016 12:30:00 AM,005XX S MICHIGAN AVE,0850,THEFT,ATTEMPT THEFT,SIDEWALK,False,False,123,1.0,2.0,32.0,06,1177364.0,1897937.0,2016,05/11/2016 03:50:55 PM,41.875272573,-87.624251314,"(41.875272573, -87.624251314)"
60992,10508727,HZ250547,05/04/2016 01:20:00 AM,004XX E 89TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,632,6.0,6.0,44.0,14,1180652.0,1846066.0,2016,05/11/2016 03:50:55 PM,41.732858969,-87.613773644,"(41.732858969, -87.613773644)"
61756,10509595,HZ251093,05/04/2016 11:05:00 AM,023XX S WHIPPLE ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,APARTMENT,True,False,1033,10.0,24.0,30.0,08A,1156395.0,1888243.0,2016,05/11/2016 03:50:55 PM,41.849120759,-87.70150309,"(41.849120759, -87.70150309)"
61778,10508729,HZ250546,05/04/2016 01:24:00 AM,073XX S KEDZIE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,True,False,835,8.0,18.0,66.0,04B,1156362.0,1855760.0,2016,05/11/2016 03:50:55 PM,41.759983683,-87.702499202,"(41.759983683, -87.702499202)"
61843,10509597,HZ250837,05/04/2016 10:31:00 AM,081XX S BISHOP ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,614,6.0,21.0,71.0,08B,1168085.0,1850698.0,2016,05/11/2016 03:50:55 PM,41.745848924,-87.659679467,"(41.745848924, -87.659679467)"
62365,10508730,HZ250542,05/04/2016 12:05:00 AM,012XX N WELLS ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,True,True,1821,18.0,43.0,8.0,04B,1174476.0,1908840.0,2016,05/11/2016 03:50:55 PM,41.905256002,-87.634528781,"(41.905256002, -87.634528781)"
62387,10508733,HZ250575,05/04/2016 02:30:00 AM,092XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,634,6.0,21.0,49.0,08B,1177233.0,1843711.0,2016,05/11/2016 03:50:55 PM,41.7264743,-87.626369797,"(41.7264743, -87.626369797)"
62497,10508734,HZ250522,05/04/2016 12:33:00 AM,012XX W 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,612,6.0,17.0,71.0,08B,1169538.0,1853064.0,2016,05/11/2016 03:50:55 PM,41.75231021,-87.654286963,"(41.75231021, -87.654286963)"
62541,10509608,HZ251109,05/04/2016 10:30:00 AM,034XX N TRIPP AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1731,17.0,30.0,16.0,05,1147446.0,1922503.0,2016,05/11/2016 03:50:55 PM,41.943309868,-87.733468027,"(41.943309868, -87.733468027)"
62782,10508735,HZ250576,05/04/2016 03:00:00 AM,062XX S DR MARTIN LUTHER KING JR DR,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,True,False,313,3.0,20.0,42.0,04B,1179992.0,1863705.0,2016,05/11/2016 03:50:55 PM,41.781277428,-87.615652432,"(41.781277428, -87.615652432)"
63024,10508736,HZ250568,05/04/2016 02:08:00 AM,035XX W GRENSHAW ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,True,True,1133,11.0,24.0,29.0,04A,1152965.0,1894830.0,2016,05/11/2016 03:50:55 PM,41.86726481,-87.713917226,"(41.86726481, -87.713917226)"
63089,10508737,HZ250548,05/04/2016 01:30:00 AM,006XX W 60TH ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,True,711,7.0,20.0,68.0,08A,1172893.0,1864872.0,2016,05/11/2016 03:50:55 PM,41.784639447,-87.641644377,"(41.784639447, -87.641644377)"
63154,10508739,HZ250579,05/04/2016 03:20:00 AM,059XX S MORGAN ST,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,712,7.0,16.0,68.0,03,1170660.0,1865499.0,2016,05/11/2016 03:50:55 PM,41.78640901,-87.649813179,"(41.78640901, -87.649813179)"
63306,10508740,HZ250549,05/04/2016 12:02:00 AM,001XX E 123RD ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,532,5.0,9.0,53.0,20,1179244.0,1823430.0,2016,05/11/2016 03:50:55 PM,41.670774853,-87.619618985,"(41.670774853, -87.619618985)"
63546,10508743,HZ250519,05/04/2016 12:01:00 AM,037XX N HALSTED ST,0560,ASSAULT,SIMPLE,BAR OR TAVERN,False,False,1925,19.0,46.0,6.0,08A,1170251.0,1925095.0,2016,05/11/2016 03:50:55 PM,41.949953889,-87.649572294,"(41.949953889, -87.649572294)"
63872,10508749,HZ250593,05/04/2016 03:40:00 AM,019XX E 71ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,332,3.0,5.0,43.0,03,1190349.0,1858310.0,2016,05/11/2016 03:50:55 PM,41.766229647,-87.577855722,"(41.766229647, -87.577855722)"
64223,10508751,HZ250589,05/04/2016 03:50:00 AM,005XX E PERSHING RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,214,2.0,3.0,38.0,14,1180347.0,1879231.0,2016,05/11/2016 03:50:55 PM,41.823873974,-87.61387448,"(41.823873974, -87.61387448)"
65529,10508753,HZ250560,05/04/2016 12:56:00 AM,036XX N SHEFFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,False,False,1923,19.0,44.0,6.0,15,1168958.0,1924315.0,2016,05/11/2016 03:50:55 PM,41.947841746,-87.654347901,"(41.947841746, -87.654347901)"
65551,10508756,HZ250592,05/04/2016 04:00:00 AM,020XX W CHASE AVE,0460,BATTERY,SIMPLE,STREET,False,False,2424,24.0,49.0,1.0,08B,1161445.0,1948370.0,2016,05/11/2016 03:50:55 PM,42.014009614,-87.681290785,"(42.014009614, -87.681290785)"
65942,10508762,HZ250607,05/04/2016 05:30:00 AM,028XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,1135,11.0,2.0,27.0,08B,1157593.0,1896245.0,2016,05/11/2016 03:50:55 PM,41.871054822,-87.696888584,"(41.871054822, -87.696888584)"
65964,10508775,HZ250594,05/04/2016 03:00:00 AM,023XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1033,10.0,12.0,30.0,08B,1158058.0,1888522.0,2016,05/11/2016 03:50:55 PM,41.849852628,-87.695392076,"(41.849852628, -87.695392076)"
66095,10509610,HZ251127,05/04/2016 01:57:00 PM,022XX S WHIPPLE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,1033,10.0,12.0,30.0,11,1156374.0,1888999.0,2016,05/11/2016 03:50:55 PM,41.851195732,-87.70155975,"(41.851195732, -87.70155975)"
67203,10508784,HZ250591,05/04/2016 02:10:00 AM,084XX S BUFFALO AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,False,True,424,4.0,10.0,46.0,04B,1199605.0,1849703.0,2016,05/11/2016 03:50:55 PM,41.742383379,-87.544219272,"(41.742383379, -87.544219272)"
67225,10508789,HZ250580,05/04/2016 03:35:00 AM,002XX E WALTON ST,031A,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,False,False,1833,18.0,42.0,8.0,03,1178206.0,1906978.0,2016,05/11/2016 03:50:55 PM,41.900062396,-87.620884259,"(41.900062396, -87.620884259)"
67573,10508791,HZ250613,05/04/2016 05:50:00 AM,033XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,211,2.0,3.0,35.0,08B,1178484.0,1882777.0,2016,05/11/2016 03:50:55 PM,41.83364708,-87.620601187,"(41.83364708, -87.620601187)"
67894,10508799,HZ250609,05/04/2016 05:50:00 AM,062XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,712,7.0,16.0,68.0,14,1170715.0,1863427.0,2016,05/11/2016 03:50:55 PM,41.780722001,-87.649671925,"(41.780722001, -87.649671925)"
68134,10508800,HZ250599,05/04/2016 04:30:00 AM,043XX N CENTRAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,1624,16.0,38.0,15.0,07,1138222.0,1928502.0,2016,05/11/2016 03:50:55 PM,41.959943835,-87.767225719,"(41.959943835, -87.767225719)"
68222,10508805,HZ250534,05/04/2016 12:53:00 AM,054XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,False,1522,15.0,29.0,25.0,14,1140357.0,1898140.0,2016,05/11/2016 03:50:55 PM,41.876588202,-87.760122455,"(41.876588202, -87.760122455)"
68459,10508807,HZ250617,05/04/2016 05:00:00 AM,091XX S SOUTH CHICAGO AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,423,4.0,7.0,46.0,08B,1196948.0,1844748.0,2016,05/11/2016 03:50:55 PM,41.728852906,-87.554118677,"(41.728852906, -87.554118677)"
68786,10508818,HZ250597,05/04/2016 04:40:00 AM,040XX W ADAMS ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,1115,11.0,28.0,26.0,02,1149424.0,1898703.0,2016,05/11/2016 03:50:55 PM,41.877962146,-87.726816388,"(41.877962146, -87.726816388)"
69152,10508824,HZ250559,05/04/2016 01:40:00 AM,105XX S EBERHART AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,False,True,512,5.0,9.0,49.0,04B,1181447.0,1835083.0,2016,05/11/2016 03:50:55 PM,41.702701967,-87.6111987,"(41.702701967, -87.6111987)"
69393,10508835,HZ250598,05/04/2016 04:35:00 AM,080XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,631,6.0,6.0,44.0,14,1182955.0,1851770.0,2016,05/11/2016 03:50:55 PM,41.748458232,-87.605159961,"(41.748458232, -87.605159961)"
69761,10508836,HZ250588,05/04/2016 04:05:00 AM,082XX S CALUMET AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,631,6.0,6.0,44.0,03,1179907.0,1850378.0,2016,05/11/2016 03:50:55 PM,41.744708666,-87.616371298,"(41.744708666, -87.616371298)"
70256,10508847,HZ250622,05/04/2016 06:14:00 AM,059XX N TALMAN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,True,False,2011,20.0,40.0,2.0,26,1157590.0,1939410.0,2016,05/11/2016 03:50:55 PM,41.989502743,-87.695721082,"(41.989502743, -87.695721082)"
